67.5	68	67.5	99	door	1	1	
100.333333333	83	100.333333333	114	door	1	1	
100.333333333	31	100.333333333	62	door	1	1	
69	117.333333333	99	117.333333333	door	1	1	
72	34.4166666667	97	34.4166666667	door	1	1	
20	217.5	64	217.5	door	1	1	
52	351.5	115	351.5	door	1	1	
37	100	64	100	door	1	1	
20	137	63	165	bathtub	1	1	
108	71	127	95	toilet	1	1	
19	39	40	63	washing_basin	1	1	
108	119	131	183	cooking_counter	1	1	
20	67	37	98	washing_basin	1	1	
71	36	99	69	entrance	1	1	
17	56.5	67	76.5	washing_room	1	1	
58.5	65.5	108.5	85.5	corridor	1	1	
84	39.5	134	59.5	corridor	1	1	
101	39.5	151	59.5	closet	1	1	
92	81	142	101	restroom	1	1	
17	124	67	144	bathroom	1	1	
58.043443322786	240.7428557079	108.04344332279	260.7428557079	bedroom	1	1	
17	182.5	67	202.5	closet	1	1	
51	358.5	101	378.5	balcony	1	1	
103	186	134.375	186	wall	1	1	
67.75	168	67.75	217.5	wall	1	1	
17.25	217.5	67.75	217.5	wall	1	1	
135.25	351.5	135.25	386	wall	1	1	
17.5	386	135.25	386	wall	1	1	
17.5	351.5	17.5	386	wall	1	1	
17.25	33.3333333333	17.25	100	wall	1	1	
17.25	33.3333333333	67.5	33.3333333333	wall	1	1	
118	34.4166666667	134.375	34.4166666667	wall	1	1	
134.375	34.4166666667	134.375	65.6666666667	wall	1	1	
118	34.4166666667	118	65.6666666667	wall	1	1	
100.333333333	34.4166666667	118	34.4166666667	wall	1	1	
67.5	34.4166666667	100.333333333	34.4166666667	wall	1	1	
67.5	34.4166666667	67.5	100	wall	1	1	
100.333333333	34.4166666667	100.333333333	65.6666666667	wall	1	1	
67.75	117.333333333	67.75	168	wall	1	1	
17.25	168	67.75	168	wall	1	1	
134.375	65.6666666667	134.375	117.333333333	wall	1	1	
118	65.6666666667	134.375	65.6666666667	wall	1	1	
135.25	186	135.25	351.5	wall	1	1	
17.5	351.5	135.25	351.5	wall	1	1	
67.5	100	67.5	117.333333333	wall	1	1	
17.25	100	67.5	100	wall	1	1	
134.375	117.333333333	134.375	186	wall	1	1	
100.333333333	117.333333333	134.375	117.333333333	wall	1	1	
100.333333333	65.6666666667	100.333333333	117.333333333	wall	1	1	
67.5	117.333333333	100.333333333	117.333333333	wall	1	1	
100.333333333	65.6666666667	118	65.6666666667	wall	1	1	
17.5	217.5	17.5	351.5	wall	1	1	
17.25	100	17.25	168	wall	1	1	
17.25	168	17.25	217.5	wall	1	1	
