332.25	200	332.25	261	door	1	1	
207	53	207	101	door	1	1	
77.2222222222	162	77.2222222222	191	door	1	1	
92	219	92	297	door	1	1	
319	162	319	187	door	1	1	
77.2222222222	85	77.2222222222	143	door	1	1	
223.666666667	204	223.666666667	317	door	1	1	
198	193.5	218	193.5	door	1	1	
235	193.5	293	193.5	door	1	1	
177	157.25	202	157.25	door	1	1	
217	157.25	237	157.25	door	1	1	
265	267	293	267	door	1	1	
83	193.5	111	193.5	door	1	1	
310	53	337	120	cooking_counter	1	1	
88	158	115	191	entrance	1	1	
228	239	253	262	washing_basin	1	1	
215	107	240	143	toilet	1	1	
493	40	519	63	special	3	1	
68	36	94	63	special	3	1	
84	307	96	327	special	3	1	
297	274	329	321	bathtub	1	1	
227	198	246	226	washing_basin	1	1	
484	305	501	333	special	3	1	
200	64	250	84	closet	1	1	
263.42997960571	92.725356900068	313.42997960571	112.72535690007	living_room	1	1	
117	92	167	112	bedroom	1	1	
200	120	250	140	restroom	1	1	
173	165	223	185	corridor	1	1	
71.5	193	121.5	213	closet	1	1	
134.13844893501	249.17121791371	184.13844893501	269.17121791371	bedroom	1	1	
235.5	220	285.5	240	washing_room	1	1	
290	220	340	240	closet	1	1	
216.5	284.5	266.5	304.5	closet	1	1	
239	284.5	289	304.5	bathroom	1	1	
275	284.5	325	304.5	bathroom	1	1	
116.5	193.5	116.5	213	wall	1	1	
92	213	116.5	213	wall	1	1	
92	322.333333333	223.666666667	322.333333333	wall	1	1	
92	213	92	322.333333333	wall	1	1	
77.3333333333	213	92	213	wall	1	1	
77.3333333333	193.5	77.3333333333	213	wall	1	1	
77.2222222222	47.6666666667	77.2222222222	157.25	wall	1	1	
77.2222222222	47.6666666667	207	47.6666666667	wall	1	1	
243.333333333	157.25	319	157.25	wall	1	1	
319	157.25	319	193.5	wall	1	1	
243.333333333	45.4444444444	332.25	45.4444444444	wall	1	1	
243.333333333	45.4444444444	243.333333333	103.5	wall	1	1	
207	45.4444444444	243.333333333	45.4444444444	wall	1	1	
207	45.4444444444	207	103.5	wall	1	1	
223.666666667	193.5	298	193.5	wall	1	1	
223.666666667	193.5	223.666666667	267	wall	1	1	
116.5	193.5	223.666666667	193.5	wall	1	1	
298	193.5	319	193.5	wall	1	1	
298	193.5	298	267	wall	1	1	
268.5	267	298	267	wall	1	1	
268.5	267	268.5	322.166666667	wall	1	1	
260	267	268.5	267	wall	1	1	
260	267	260	322.166666667	wall	1	1	
223.666666667	267	260	267	wall	1	1	
77.2222222222	193.5	116.5	193.5	wall	1	1	
243.333333333	103.5	243.333333333	157.25	wall	1	1	
207	103.5	243.333333333	103.5	wall	1	1	
332.25	193.5	332.25	267	wall	1	1	
332.25	267	332.25	322.166666667	wall	1	1	
298	267	332.25	267	wall	1	1	
260	322.166666667	268.5	322.166666667	wall	1	1	
223.666666667	322.166666667	260	322.166666667	wall	1	1	
207	103.5	207	157.25	wall	1	1	
207	157.25	243.333333333	157.25	wall	1	1	
77.2222222222	157.25	207	157.25	wall	1	1	
223.666666667	267	223.666666667	322.166666667	wall	1	1	
319	193.5	332.25	193.5	wall	1	1	
268.5	322.166666667	332.25	322.166666667	wall	1	1	
77.2222222222	157.25	77.2222222222	193.5	wall	1	1	
332.25	45.4444444444	332.25	193.5	wall	1	1	
